post_id,post_country,post_language,likes_cnt,comments_cnt,saved_cnt,post_type
0284,Japan,German,81,10,9,Video
0284,Japan,German,85,11,6,Video
0284,Japan,German,86,12,10,Video
0285,India,Portuguese,34,0,6,Text
0285,India,Portuguese,48,2,5,Text
0285,India,Portuguese,47,5,4,Text
0285,India,Portuguese,46,1,5,Text
0285,India,Portuguese,33,3,4,Text
0285,India,Portuguese,34,5,8,Text
0285,India,Portuguese,37,9,6,Text
0286,France,Portuguese,26,7,1,Text
0286,France,Portuguese,28,5,5,Text
0286,France,Portuguese,26,3,2,Text
0286,France,Portuguese,19,8,3,Text
0286,France,Portuguese,22,4,1,Text
0286,France,Portuguese,13,9,3,Text
0286,France,Portuguese,25,1,5,Text
0287,Germany,Spanish,41,5,7,Text
0287,Germany,Spanish,41,7,5,Text
0287,Germany,Spanish,53,5,3,Text
0287,Germany,Spanish,54,2,7,Text
0288,India,German,57,16,7,Text
0288,India,German,56,11,11,Text
0288,India,German,69,18,13,Text
0288,India,German,69,20,9,Text
0288,India,German,72,18,12,Text
0289,USA,Spanish,202,24,23,Reel
0289,USA,Spanish,199,22,25,Reel
0289,USA,Spanish,196,23,27,Reel
0289,USA,Spanish,191,23,25,Reel
0290,UK,English,125,24,11,Image
0290,UK,English,114,32,7,Image
0290,UK,English,126,23,12,Image
0290,UK,English,119,23,10,Image
0290,UK,English,120,29,13,Image
0290,UK,English,112,27,7,Image
0291,Germany,French,84,13,8,Video
0291,Germany,French,80,11,4,Video
0291,Germany,French,93,14,5,Video
0291,Germany,French,86,16,7,Video
0291,Germany,French,81,11,7,Video
0291,Germany,French,86,11,4,Video
0291,Germany,French,75,10,7,Video
0292,UK,German,213,30,17,Video
0292,UK,German,204,29,18,Video
0292,UK,German,195,24,13,Video
0293,Germany,Spanish,79,21,12,Video
0293,Germany,Spanish,75,16,12,Video
0293,Germany,Spanish,61,20,6,Video
0293,Germany,Spanish,77,13,12,Video
0293,Germany,Spanish,77,13,12,Video
0293,Germany,Spanish,69,22,11,Video
0294,Australia,English,161,24,17,Video
0294,Australia,English,152,19,16,Video
0294,Australia,English,151,24,13,Video
0294,Australia,English,161,17,15,Video
0294,Australia,English,155,25,19,Video
0294,Australia,English,146,21,13,Video
0295,Italy,French,265,67,32,Video
0295,Italy,French,267,66,32,Video
0295,Italy,French,270,71,32,Video
0296,France,German,139,18,9,Video
0296,France,German,147,27,9,Video
0296,France,German,144,17,13,Video
0296,France,German,150,18,12,Video
0296,France,German,136,23,12,Video
0297,France,Japanese,201,58,19,Video
0297,France,Japanese,198,57,19,Video
0297,France,Japanese,212,64,18,Video
0297,France,Japanese,194,55,21,Video
0298,India,French,110,30,17,Video
0298,India,French,129,32,15,Video
0298,India,French,111,31,13,Video
0298,India,French,113,28,19,Video
0298,India,French,110,31,15,Video
0299,UK,Hindi,285,35,30,Video
0299,UK,Hindi,284,44,30,Video
0299,UK,Hindi,285,42,30,Video
0300,Canada,English,106,19,10,Video
0300,Canada,English,104,16,12,Video
0300,Canada,English,110,16,9,Video
0300,Canada,English,116,15,13,Video
0301,France,Spanish,68,18,9,Image
0301,France,Spanish,62,12,9,Image
0301,France,Spanish,71,20,9,Image
0301,France,Spanish,73,19,6,Image
0301,France,Spanish,77,19,7,Image
0301,France,Spanish,64,19,6,Image
0302,UK,Japanese,22,2,1,Image
0302,UK,Japanese,33,8,1,Image
0302,UK,Japanese,42,9,1,Image
0302,UK,Japanese,42,7,1,Image
0302,UK,Japanese,41,2,3,Image
0302,UK,Japanese,22,1,0,Image
0302,UK,Japanese,42,3,0,Image
0303,India,Spanish,68,22,9,Text
0303,India,Spanish,74,23,10,Text
0303,India,Spanish,71,21,14,Text
0303,India,Spanish,61,18,10,Text
0303,India,Spanish,75,23,13,Text
0303,India,Spanish,67,13,9,Text
0304,Italy,Spanish,174,33,16,Video
0304,Italy,Spanish,176,24,16,Video
0304,Italy,Spanish,173,32,18,Video
0305,Japan,Hindi,169,19,31,Image
0305,Japan,Hindi,184,27,37,Image
0305,Japan,Hindi,179,27,36,Image
0306,Italy,French,66,12,11,Video
0306,Italy,French,65,20,14,Video
0306,Italy,French,72,11,11,Video
0306,Italy,French,65,12,10,Video
0306,Italy,French,77,11,14,Video
0307,India,Japanese,41,16,3,Text
0307,India,Japanese,34,13,4,Text
0307,India,Japanese,34,17,2,Text
0307,India,Japanese,51,15,2,Text
0307,India,Japanese,39,10,5,Text
0307,India,Japanese,45,14,6,Text
0307,India,Japanese,47,15,0,Text
0308,Japan,English,142,40,21,Video
0308,Japan,English,148,40,24,Video
0308,Japan,English,131,39,20,Video
0308,Japan,English,133,47,20,Video
0308,Japan,English,132,37,20,Video
0308,Japan,English,144,45,20,Video
0308,Japan,English,144,40,19,Video
0309,France,Spanish,85,22,9,Reel
0309,France,Spanish,98,29,9,Reel
0309,France,Spanish,95,27,11,Reel
0309,France,Spanish,100,25,9,Reel
0309,France,Spanish,83,26,8,Reel
0310,Germany,French,76,19,6,Text
0310,Germany,French,82,11,6,Text
0310,Germany,French,77,15,4,Text
0311,USA,English,51,3,5,Image
0311,USA,English,52,7,6,Image
0311,USA,English,57,6,4,Image
0311,USA,English,43,9,7,Image
0311,USA,English,49,5,5,Image
0311,USA,English,51,6,1,Image
0312,UK,Spanish,59,4,7,Image
0312,UK,Spanish,51,8,3,Image
0312,UK,Spanish,65,7,3,Image
0312,UK,Spanish,57,4,4,Image
0312,UK,Spanish,60,2,7,Image
0313,Japan,French,131,21,11,Video
0313,Japan,French,129,22,7,Video
0313,Japan,French,114,22,11,Video
0313,Japan,French,120,22,9,Video
0313,Japan,French,128,14,11,Video
0314,Japan,French,152,46,26,Reel
0314,Japan,French,156,44,25,Reel
0314,Japan,French,158,36,31,Reel
0314,Japan,French,149,45,31,Reel
0314,Japan,French,148,46,27,Reel
0314,Japan,French,168,45,30,Reel
0315,Australia,Portuguese,123,15,12,Reel
0315,Australia,Portuguese,122,18,15,Reel
0315,Australia,Portuguese,120,12,16,Reel
0315,Australia,Portuguese,118,12,12,Reel
0315,Australia,Portuguese,121,19,12,Reel
0315,Australia,Portuguese,112,15,15,Reel
0316,Japan,German,315,69,17,Video
0316,Japan,German,315,69,15,Video
0316,Japan,German,319,73,18,Video
0317,UK,French,176,27,14,Reel
0317,UK,French,184,23,12,Reel
0317,UK,French,172,25,14,Reel
0317,UK,French,165,27,12,Reel
0317,UK,French,164,31,15,Reel
0317,UK,French,170,30,10,Reel
0318,USA,English,49,9,8,Text
0318,USA,English,49,11,5,Text
0318,USA,English,43,10,4,Text
0318,USA,English,37,11,7,Text
0319,France,German,22,7,5,Text
0319,France,German,27,9,7,Text
0319,France,German,23,6,2,Text
0319,France,German,35,6,7,Text
0319,France,German,34,6,2,Text
0319,France,German,26,0,7,Text
0319,France,German,29,0,5,Text
0320,Italy,Portuguese,194,35,22,Image
0320,Italy,Portuguese,202,38,22,Image
0320,Italy,Portuguese,192,32,20,Image
0320,Italy,Portuguese,191,40,23,Image
0321,UK,Portuguese,40,11,11,Video
0321,UK,Portuguese,53,8,8,Video
0321,UK,Portuguese,49,11,5,Video
0321,UK,Portuguese,53,4,5,Video
0321,UK,Portuguese,37,11,8,Video
0321,UK,Portuguese,43,5,8,Video
0321,UK,Portuguese,43,6,6,Video
0322,Brazil,Spanish,182,41,31,Reel
0322,Brazil,Spanish,165,44,31,Reel
0322,Brazil,Spanish,185,48,32,Reel
0322,Brazil,Spanish,172,40,33,Reel
0323,USA,Spanish,118,9,18,Image
0323,USA,Spanish,114,9,19,Image
0323,USA,Spanish,132,11,21,Image
0323,USA,Spanish,115,19,23,Image
0323,USA,Spanish,114,12,19,Image
0323,USA,Spanish,126,19,21,Image
0324,USA,German,34,5,6,Text
0324,USA,German,34,11,7,Text
0324,USA,German,27,10,4,Text
0324,USA,German,41,3,8,Text
0324,USA,German,43,3,8,Text
0324,USA,German,40,8,3,Text
0324,USA,German,34,6,5,Text
0325,France,French,161,27,6,Text
0325,France,French,164,34,10,Text
0325,France,French,162,30,6,Text
0326,Italy,German,288,72,27,Video
0326,Italy,German,292,68,30,Video
0326,Italy,German,283,72,30,Video
0327,India,Spanish,65,14,8,Image
0327,India,Spanish,51,9,10,Image
0327,India,Spanish,65,14,5,Image
0327,India,Spanish,50,12,6,Image
0327,India,Spanish,57,17,8,Image
0327,India,Spanish,46,9,9,Image
0327,India,Spanish,65,13,11,Image
0328,Japan,English,45,13,5,Text
0328,Japan,English,43,10,5,Text
0328,Japan,English,47,9,8,Text
0328,Japan,English,43,11,7,Text
0328,Japan,English,44,11,8,Text
0329,India,English,82,8,8,Image
0329,India,English,77,11,6,Image
0329,India,English,91,8,8,Image
0329,India,English,85,8,5,Image
0330,India,Spanish,159,23,16,Reel
0330,India,Spanish,164,22,17,Reel
0330,India,Spanish,148,23,19,Reel
0330,India,Spanish,160,22,19,Reel
0330,India,Spanish,165,22,21,Reel
0330,India,Spanish,152,20,18,Reel
0331,USA,French,115,23,18,Image
0331,USA,French,119,13,20,Image
0331,USA,French,110,15,15,Image
0332,Italy,English,200,36,16,Text
0332,Italy,English,194,32,15,Text
0332,Italy,English,198,38,13,Text
0333,Brazil,Hindi,140,43,15,Text
0333,Brazil,Hindi,137,44,20,Text
0333,Brazil,Hindi,137,35,16,Text
0334,India,French,86,25,15,Reel
0334,India,French,85,27,11,Reel
0334,India,French,88,28,15,Reel
0334,India,French,95,26,14,Reel
0334,India,French,87,20,10,Reel
0334,India,French,90,24,11,Reel
0334,India,French,79,28,15,Reel
0335,Australia,English,119,14,17,Text
0335,Australia,English,119,16,17,Text
0335,Australia,English,124,14,17,Text
0335,Australia,English,115,16,19,Text
0336,Australia,German,126,32,12,Image
0336,Australia,German,121,36,14,Image
0336,Australia,German,127,36,12,Image
0336,Australia,German,119,31,11,Image
0336,Australia,German,120,29,15,Image
0336,Australia,German,125,28,10,Image
0337,India,Japanese,160,43,15,Reel
0337,India,Japanese,164,41,12,Reel
0337,India,Japanese,163,41,15,Reel
0337,India,Japanese,162,39,16,Reel
0337,India,Japanese,166,39,16,Reel
0337,India,Japanese,171,38,11,Reel
0338,USA,Spanish,60,20,5,Text
0338,USA,Spanish,63,17,5,Text
0338,USA,Spanish,60,22,3,Text
0338,USA,Spanish,68,13,0,Text
0338,USA,Spanish,61,20,4,Text
0338,USA,Spanish,55,16,3,Text
0338,USA,Spanish,73,13,4,Text
0339,France,French,92,8,9,Image
0339,France,French,90,12,8,Image
0339,France,French,87,13,12,Image
0339,France,French,84,14,11,Image
0339,France,French,75,14,12,Image
0339,France,French,81,11,10,Image
0340,Italy,Spanish,97,12,12,Text
0340,Italy,Spanish,83,18,11,Text
0340,Italy,Spanish,91,15,17,Text
0340,Italy,Spanish,97,11,13,Text
0340,Italy,Spanish,94,11,14,Text
0341,India,English,29,2,1,Text
0341,India,English,31,5,6,Text
0341,India,English,26,5,3,Text
0341,India,English,35,9,1,Text
0341,India,English,31,4,3,Text
0342,India,Japanese,84,20,3,Image
0342,India,Japanese,90,12,7,Image
0342,India,Japanese,85,12,3,Image
0343,Japan,Hindi,89,25,16,Image
0343,Japan,Hindi,86,21,14,Image
0343,Japan,Hindi,76,21,13,Image
0343,Japan,Hindi,83,27,13,Image
0343,Japan,Hindi,78,27,16,Image
0343,Japan,Hindi,88,18,14,Image
0344,Australia,Japanese,84,20,11,Text
0344,Australia,Japanese,70,25,15,Text
0344,Australia,Japanese,72,26,12,Text
0344,Australia,Japanese,76,17,16,Text
0344,Australia,Japanese,79,23,14,Text
0345,Brazil,Spanish,26,9,7,Text
0345,Brazil,Spanish,36,13,3,Text
0345,Brazil,Spanish,29,7,8,Text
0345,Brazil,Spanish,40,12,4,Text
0346,Canada,Hindi,69,21,4,Text
0346,Canada,Hindi,67,21,7,Text
0346,Canada,Hindi,74,21,1,Text
0346,Canada,Hindi,62,23,1,Text
0347,Australia,Hindi,196,30,29,Reel
0347,Australia,Hindi,182,28,27,Reel
0347,Australia,Hindi,191,26,33,Reel
0347,Australia,Hindi,191,25,28,Reel
0347,Australia,Hindi,197,28,32,Reel
0347,Australia,Hindi,190,25,28,Reel
0348,India,Spanish,46,10,6,Text
0348,India,Spanish,55,10,8,Text
0348,India,Spanish,39,6,8,Text
0348,India,Spanish,56,13,10,Text
0348,India,Spanish,37,6,8,Text
0348,India,Spanish,50,16,5,Text
0348,India,Spanish,54,7,8,Text
0349,India,Japanese,217,20,12,Video
0349,India,Japanese,209,20,17,Video
0349,India,Japanese,201,21,16,Video
0349,India,Japanese,208,24,14,Video
0349,India,Japanese,204,21,11,Video
0350,Canada,English,218,61,13,Reel
0350,Canada,English,227,65,18,Reel
0350,Canada,English,223,62,14,Reel
0350,Canada,English,223,67,19,Reel
0351,Italy,Hindi,99,24,15,Image
0351,Italy,Hindi,95,27,12,Image
0351,Italy,Hindi,104,23,12,Image
0351,Italy,Hindi,103,20,12,Image
0351,Italy,Hindi,94,27,10,Image
0352,Australia,English,168,49,23,Image
0352,Australia,English,166,44,22,Image
0352,Australia,English,160,49,20,Image
0352,Australia,English,156,41,26,Image
0353,UK,Spanish,49,12,5,Image
0353,UK,Spanish,56,10,5,Image
0353,UK,Spanish,43,11,3,Image
0353,UK,Spanish,50,8,5,Image
0353,UK,Spanish,52,2,5,Image
0353,UK,Spanish,50,2,9,Image
0353,UK,Spanish,44,2,7,Image
0354,Brazil,Hindi,209,56,21,Video
0354,Brazil,Hindi,189,60,19,Video
0354,Brazil,Hindi,202,63,24,Video
0354,Brazil,Hindi,201,58,23,Video
0354,Brazil,Hindi,200,59,20,Video
0355,UK,Portuguese,127,19,19,Video
0355,UK,Portuguese,129,16,17,Video
0355,UK,Portuguese,142,21,19,Video
0355,UK,Portuguese,142,17,17,Video
0355,UK,Portuguese,140,13,19,Video
0356,Brazil,German,163,33,29,Video
0356,Brazil,German,158,25,30,Video
0356,Brazil,German,153,31,29,Video
0356,Brazil,German,171,26,28,Video
0357,India,English,108,21,8,Reel
0357,India,English,98,20,11,Reel
0357,India,English,101,18,8,Reel
0357,India,English,95,23,12,Reel
0357,India,English,100,25,9,Reel
0358,UK,German,203,53,30,Reel
0358,UK,German,220,60,27,Reel
0358,UK,German,208,58,25,Reel
0358,UK,German,203,58,28,Reel
0358,UK,German,218,55,27,Reel
0359,UK,Spanish,146,27,10,Video
0359,UK,Spanish,151,34,12,Video
0359,UK,Spanish,153,30,9,Video
0359,UK,Spanish,155,32,10,Video
0359,UK,Spanish,146,31,10,Video
0359,UK,Spanish,152,33,10,Video
0360,Germany,German,110,20,12,Image
0360,Germany,German,125,27,16,Image
0360,Germany,German,121,20,14,Image
0361,Canada,Japanese,134,33,14,Image
0361,Canada,Japanese,132,42,10,Image
0361,Canada,Japanese,131,37,11,Image
0362,UK,English,81,16,8,Image
0362,UK,English,74,15,14,Image
0362,UK,English,89,20,14,Image
0362,UK,English,76,15,9,Image
0362,UK,English,77,17,11,Image
0362,UK,English,92,14,13,Image
0362,UK,English,87,13,14,Image
0363,France,English,66,22,0,Image
0363,France,English,61,14,1,Image
0363,France,English,74,15,4,Image
0363,France,English,78,19,6,Image
0363,France,English,70,24,0,Image
0364,Australia,German,231,67,13,Video
0364,Australia,German,236,70,12,Video
0364,Australia,German,239,66,15,Video
0364,Australia,German,230,63,13,Video
0365,Australia,French,191,46,21,Image
0365,Australia,French,202,38,20,Image
0365,Australia,French,202,43,21,Image
0366,France,French,145,22,19,Reel
0366,France,French,140,25,22,Reel
0366,France,French,139,24,21,Reel
0366,France,French,141,24,20,Reel
0366,France,French,146,25,17,Reel
0366,France,French,134,30,16,Reel
0367,Australia,Spanish,70,16,11,Text
0367,Australia,Spanish,71,25,8,Text
0367,Australia,Spanish,89,23,7,Text
0367,Australia,Spanish,77,16,13,Text
0367,Australia,Spanish,82,16,8,Text
0368,Japan,French,58,14,6,Image
0368,Japan,French,68,17,7,Image
0368,Japan,French,77,13,8,Image
0368,Japan,French,70,15,6,Image
0369,Australia,French,162,20,27,Reel
0369,Australia,French,158,16,30,Reel
0369,Australia,French,158,20,28,Reel
0369,Australia,French,165,22,31,Reel
0369,Australia,French,161,17,33,Reel
0370,India,Spanish,104,25,15,Video
0370,India,Spanish,100,22,17,Video
0370,India,Spanish,102,17,19,Video
0370,India,Spanish,109,23,21,Video
0370,India,Spanish,97,19,16,Video
0370,India,Spanish,109,26,15,Video
0370,India,Spanish,96,20,19,Video
0371,France,Japanese,113,13,20,Video
0371,France,Japanese,127,15,14,Video
0371,France,Japanese,122,10,18,Video
0371,France,Japanese,126,16,14,Video
0371,France,Japanese,124,19,18,Video
0371,France,Japanese,130,17,16,Video
0372,UK,Japanese,84,13,8,Video
0372,UK,Japanese,82,6,6,Video
0372,UK,Japanese,76,5,3,Video
0372,UK,Japanese,88,8,3,Video
0372,UK,Japanese,74,8,7,Video
0372,UK,Japanese,78,8,6,Video
0373,Germany,English,55,13,8,Text
0373,Germany,English,59,6,9,Text
0373,Germany,English,63,8,6,Text
0373,Germany,English,60,4,8,Text
0373,Germany,English,46,10,4,Text
0373,Germany,English,55,11,7,Text
0373,Germany,English,47,7,6,Text
0374,Canada,Japanese,106,14,6,Reel
0374,Canada,Japanese,113,17,8,Reel
0374,Canada,Japanese,109,11,9,Reel
0374,Canada,Japanese,107,20,9,Reel
0374,Canada,Japanese,107,15,3,Reel
0374,Canada,Japanese,121,20,4,Reel
0375,USA,English,166,39,31,Video
0375,USA,English,174,39,32,Video
0375,USA,English,170,38,35,Video
0375,USA,English,165,40,29,Video
0375,USA,English,166,42,32,Video
0375,USA,English,164,38,34,Video
0376,Australia,Hindi,81,12,7,Text
0376,Australia,Hindi,63,9,6,Text
0376,Australia,Hindi,77,7,4,Text
0376,Australia,Hindi,71,10,8,Text
0376,Australia,Hindi,74,13,4,Text
0376,Australia,Hindi,75,5,6,Text
0376,Australia,Hindi,67,6,4,Text
0377,Germany,Hindi,76,12,8,Image
0377,Germany,Hindi,60,19,9,Image
0377,Germany,Hindi,57,18,9,Image
0377,Germany,Hindi,70,15,5,Image
0377,Germany,Hindi,64,19,10,Image
0377,Germany,Hindi,56,16,4,Image
0377,Germany,Hindi,71,20,5,Image
0378,Brazil,French,97,18,6,Text
0378,Brazil,French,106,19,5,Text
0378,Brazil,French,101,21,9,Text
0378,Brazil,French,106,22,7,Text
0379,Brazil,Portuguese,227,27,31,Video
0379,Brazil,Portuguese,231,34,27,Video
0379,Brazil,Portuguese,236,26,31,Video
0380,Japan,Spanish,139,37,22,Text
0380,Japan,Spanish,142,42,27,Text
0380,Japan,Spanish,134,34,25,Text
0381,Germany,French,85,13,5,Video
0381,Germany,French,84,18,2,Video
0381,Germany,French,73,13,4,Video
0381,Germany,French,93,20,5,Video
0381,Germany,French,93,19,7,Video
0381,Germany,French,90,15,2,Video
0381,Germany,French,81,17,5,Video
0382,Germany,English,64,21,9,Text
0382,Germany,English,66,14,4,Text
0382,Germany,English,81,17,5,Text
0382,Germany,English,70,16,5,Text
0382,Germany,English,63,12,8,Text
0383,Japan,Hindi,55,15,7,Text
0383,Japan,Hindi,57,19,3,Text
0383,Japan,Hindi,53,18,4,Text
0383,Japan,Hindi,49,17,7,Text
0384,UK,Spanish,135,29,17,Text
0384,UK,Spanish,133,36,17,Text
0384,UK,Spanish,138,39,14,Text
0385,Italy,Japanese,129,33,20,Image
0385,Italy,Japanese,135,36,24,Image
0385,Italy,Japanese,130,34,20,Image
0385,Italy,Japanese,143,34,24,Image
0385,Italy,Japanese,135,38,24,Image
0386,UK,German,99,26,20,Text
0386,UK,German,92,28,17,Text
0386,UK,German,96,21,16,Text
0386,UK,German,86,29,19,Text
0386,UK,German,93,28,17,Text
0387,France,French,122,20,17,Image
0387,France,French,131,21,21,Image
0387,France,French,125,22,18,Image
0388,Italy,English,193,27,30,Video
0388,Italy,English,193,25,34,Video
0388,Italy,English,202,26,32,Video
0388,Italy,English,195,24,31,Video
0389,Japan,French,99,12,13,Video
0389,Japan,French,93,19,15,Video
0389,Japan,French,100,13,11,Video
0389,Japan,French,96,13,12,Video
0389,Japan,French,87,11,11,Video
0389,Japan,French,92,20,13,Video
0389,Japan,French,105,16,13,Video
0390,India,Portuguese,68,20,4,Text
0390,India,Portuguese,78,15,4,Text
0390,India,Portuguese,84,16,1,Text
0390,India,Portuguese,83,20,5,Text
0390,India,Portuguese,80,14,1,Text
0390,India,Portuguese,79,14,5,Text
0391,USA,Japanese,75,9,13,Video
0391,USA,Japanese,70,9,15,Video
0391,USA,Japanese,74,13,10,Video
0391,USA,Japanese,79,12,14,Video
0391,USA,Japanese,63,12,15,Video
0391,USA,Japanese,71,9,11,Video
0392,Germany,English,70,21,13,Reel
0392,Germany,English,61,21,11,Reel
0392,Germany,English,81,21,14,Reel
0392,Germany,English,75,16,14,Reel
0392,Germany,English,65,16,8,Reel
0392,Germany,English,80,14,9,Reel
0393,Italy,Spanish,44,8,6,Text
0393,Italy,Spanish,32,1,1,Text
0393,Italy,Spanish,29,3,3,Text
0393,Italy,Spanish,42,6,2,Text
0393,Italy,Spanish,36,0,4,Text
0394,Australia,Spanish,311,83,25,Video
0394,Australia,Spanish,317,84,30,Video
0394,Australia,Spanish,313,83,26,Video
0395,India,German,60,14,4,Text
0395,India,German,51,11,5,Text
0395,India,German,62,10,0,Text
0395,India,German,58,10,4,Text
0395,India,German,55,11,1,Text
0395,India,German,54,17,3,Text
0395,India,German,48,12,2,Text
0396,Canada,French,58,3,6,Video
0396,Canada,French,68,11,3,Video
0396,Canada,French,58,2,7,Video
0396,Canada,French,59,8,7,Video
0396,Canada,French,65,6,2,Video
0396,Canada,French,60,6,7,Video
0396,Canada,French,76,4,1,Video
0397,UK,French,115,20,24,Video
0397,UK,French,109,20,23,Video
0397,UK,French,100,20,18,Video
0397,UK,French,120,21,23,Video
0397,UK,French,112,21,19,Video
0397,UK,French,111,24,18,Video
0397,UK,French,108,23,20,Video
0398,France,German,102,19,5,Text
0398,France,German,101,17,5,Text
0398,France,German,97,15,3,Text
0398,France,German,102,21,3,Text
0398,France,German,87,17,6,Text
0399,Germany,Japanese,207,45,33,Reel
0399,Germany,Japanese,194,47,33,Reel
0399,Germany,Japanese,193,47,33,Reel
0400,Italy,Portuguese,57,8,7,Image
0400,Italy,Portuguese,69,12,8,Image
0400,Italy,Portuguese,60,3,7,Image
0400,Italy,Portuguese,69,9,6,Image
0400,Italy,Portuguese,58,13,7,Image
0400,Italy,Portuguese,55,9,9,Image
0401,France,Portuguese,164,32,10,Reel
0401,France,Portuguese,151,23,10,Reel
0401,France,Portuguese,158,28,16,Reel
0401,France,Portuguese,160,23,14,Reel
0401,France,Portuguese,164,28,16,Reel
0401,France,Portuguese,148,29,14,Reel
0401,France,Portuguese,152,31,14,Reel
0402,USA,Portuguese,271,41,21,Reel
0402,USA,Portuguese,279,37,25,Reel
0402,USA,Portuguese,277,43,25,Reel
0403,Canada,English,141,34,12,Reel
0403,Canada,English,152,36,10,Reel
0403,Canada,English,148,37,9,Reel
0403,Canada,English,145,30,12,Reel
0404,USA,Japanese,210,39,39,Reel
0404,USA,Japanese,217,41,43,Reel
0404,USA,Japanese,215,40,39,Reel
0404,USA,Japanese,215,32,40,Reel
0405,Brazil,Spanish,126,28,3,Image
0405,Brazil,Spanish,134,32,7,Image
0405,Brazil,Spanish,136,36,9,Image
0405,Brazil,Spanish,137,37,9,Image
0406,UK,English,45,6,9,Image
0406,UK,English,47,3,9,Image
0406,UK,English,51,6,9,Image
0406,UK,English,60,13,6,Image
0406,UK,English,48,3,8,Image
0406,UK,English,52,9,6,Image
0407,UK,English,100,27,11,Image
0407,UK,English,109,32,16,Image
0407,UK,English,102,27,16,Image
0407,UK,English,94,23,12,Image
0407,UK,English,108,31,16,Image
0408,Italy,Hindi,113,16,5,Video
0408,Italy,Hindi,104,19,9,Video
0408,Italy,Hindi,104,15,3,Video
0408,Italy,Hindi,120,17,4,Video
0408,Italy,Hindi,113,20,4,Video
0409,India,German,75,15,4,Text
0409,India,German,66,17,4,Text
0409,India,German,67,17,6,Text
0409,India,German,67,12,3,Text
0409,India,German,74,19,3,Text
0409,India,German,82,21,1,Text
0410,Brazil,French,112,21,12,Video
0410,Brazil,French,121,18,15,Video
0410,Brazil,French,106,16,17,Video
0410,Brazil,French,110,21,17,Video
0410,Brazil,French,108,21,15,Video
0410,Brazil,French,104,18,16,Video
0411,France,Japanese,121,19,23,Image
0411,France,Japanese,136,18,24,Image
0411,France,Japanese,124,20,26,Image
0411,France,Japanese,117,19,24,Image
0411,France,Japanese,132,17,25,Image
0412,Japan,Spanish,186,19,36,Image
0412,Japan,Spanish,190,20,37,Image
0412,Japan,Spanish,196,29,36,Image
0412,Japan,Spanish,185,20,34,Image
0413,Japan,Japanese,147,43,9,Image
0413,Japan,Japanese,140,46,10,Image
0413,Japan,Japanese,149,42,10,Image
0414,UK,Spanish,119,35,9,Video
0414,UK,Spanish,126,34,14,Video
0414,UK,Spanish,118,33,9,Video
0414,UK,Spanish,136,40,15,Video
0414,UK,Spanish,130,32,12,Video
0414,UK,Spanish,138,34,15,Video
0414,UK,Spanish,123,41,13,Video
0415,USA,Japanese,123,37,22,Video
0415,USA,Japanese,112,33,19,Video
0415,USA,Japanese,120,36,23,Video
0415,USA,Japanese,123,40,18,Video
0416,Australia,English,69,22,5,Text
0416,Australia,English,78,17,9,Text
0416,Australia,English,70,20,6,Text
0416,Australia,English,77,19,8,Text
0416,Australia,English,86,23,7,Text
0416,Australia,English,72,14,9,Text
0417,India,Portuguese,137,16,8,Video
0417,India,Portuguese,137,24,11,Video
0417,India,Portuguese,149,24,8,Video
0417,India,Portuguese,146,22,9,Video
0417,India,Portuguese,139,24,8,Video
0418,UK,Spanish,148,42,13,Video
0418,UK,Spanish,166,41,15,Video
0418,UK,Spanish,160,45,17,Video
0418,UK,Spanish,150,43,17,Video
0418,UK,Spanish,153,38,12,Video
0418,UK,Spanish,160,41,15,Video
0419,Japan,French,112,16,15,Image
0419,Japan,French,112,14,15,Image
0419,Japan,French,98,14,18,Image
0419,Japan,French,98,13,18,Image
0419,Japan,French,105,14,19,Image
0419,Japan,French,115,11,13,Image
0419,Japan,French,106,18,16,Image
0420,Australia,English,118,23,14,Reel
0420,Australia,English,113,25,19,Reel
0420,Australia,English,114,21,17,Reel
0420,Australia,English,121,21,17,Reel
0420,Australia,English,122,23,14,Reel
0420,Australia,English,115,15,18,Reel
0420,Australia,English,112,24,14,Reel
0421,Italy,German,195,33,14,Reel
0421,Italy,German,186,34,13,Reel
0421,Italy,German,185,38,13,Reel
0421,Italy,German,200,40,9,Reel
0421,Italy,German,188,41,15,Reel
0422,France,Spanish,61,14,2,Video
0422,France,Spanish,63,11,4,Video
0422,France,Spanish,57,19,3,Video
0422,France,Spanish,55,19,8,Video
0422,France,Spanish,46,20,2,Video
0422,France,Spanish,65,18,5,Video
0422,France,Spanish,53,13,6,Video
0423,Germany,Japanese,65,5,5,Video
0423,Germany,Japanese,60,11,2,Video
0423,Germany,Japanese,79,11,5,Video
0423,Germany,Japanese,71,5,5,Video
0423,Germany,Japanese,72,10,4,Video
0423,Germany,Japanese,69,4,3,Video
0423,Germany,Japanese,65,10,4,Video
0424,Canada,Hindi,87,17,11,Reel
0424,Canada,Hindi,95,14,10,Reel
0424,Canada,Hindi,105,18,10,Reel
0424,Canada,Hindi,90,11,12,Reel
0424,Canada,Hindi,96,11,11,Reel
0424,Canada,Hindi,101,18,8,Reel
0424,Canada,Hindi,103,12,10,Reel
0425,UK,German,62,4,9,Text
0425,UK,German,64,13,8,Text
0425,UK,German,57,6,10,Text
0425,UK,German,65,8,5,Text
0425,UK,German,50,10,6,Text
0425,UK,German,61,5,6,Text
0425,UK,German,56,10,4,Text
0426,India,Japanese,128,30,6,Video
